job_id,resume_id,skills_score,degrees_score,majors_score,overall_score
4982,4595,0.527115,0.5,0.5,0.5135575
4982,4289,0.664003,0.5,0.5,0.5820015000000001
4982,4329,0.664003,0.5,0.5,0.5820015000000001
4982,4448,0.0,0.5,0.5,0.25
4982,4287,0.441329,0.5,0.5,0.47066450000000004
4982,4334,0.527115,0.5,0.5,0.5135575
4982,5184,0.510481,0.5,0.5,0.5052405
4982,4515,0.470069,0.5,0.5,0.48503450000000004
4982,4385,0.527115,0.5,0.5,0.5135575
4982,4288,0.505354,0.5,0.5,0.502677
4670,4521,0.352016,0.5,0.5,0.426008
4670,4882,0.178878,0.5,0.5,0.339439
4670,4337,0.436646,0.5,0.5,0.468323
4670,4386,0.371529,0.5,0.5,0.4357645
4670,4772,0.153372,0.5,0.5,0.32668600000000003
4670,4291,0.15198,0.5,0.5,0.32599
4670,4520,0.171106,0.5,0.5,0.335553
4670,4333,0.472693,0.5,0.5,0.4863465
4670,4382,0.521504,0.5,0.5,0.510752
4670,4448,0.161615,0.5,0.5,0.33080750000000003
5278,4297,0.537054,0.5,0.5,0.518527
5278,4327,0.695211,0.5,0.5,0.5976055
5278,4289,0.537054,0.5,0.5,0.518527
5278,4329,0.472929,0.5,0.5,0.48646449999999997
5278,4448,0.770311,0.5,0.5,0.6351555
5278,4287,0.549248,0.5,0.5,0.524624
5278,4993,0.598956,0.5,0.5,0.549478
5278,5184,0.537054,0.5,0.5,0.518527
5278,4515,0.181824,0.5,0.5,0.340912
5278,4385,0.537054,0.5,0.5,0.518527
5175,4336,0.455083,0,0.5,0.3525415
5175,4292,0.36811,0,0.5,0.30905499999999997
5175,4297,0.418382,0,0.5,0.334191
5175,4327,0.614325,0,0.5,0.4321625
5175,4595,0.474393,0,0.5,0.36219650000000003
5175,4289,0.504697,0,0.5,0.3773485
5175,4287,0.590281,0,0.5,0.4201405
5175,4993,0.292823,0,0.5,0.2714115
5175,4334,0.695971,0,0.5,0.4729855
5175,4288,0.343627,0,0.5,0.2968135
4681,4289,0.384981,0,0.5,0.3174905
4681,4329,0.403658,0,0.5,0.32682900000000004
4681,4448,0.203142,0,0.5,0.226571
4681,4287,0.315459,0,0.5,0.28272949999999997
4681,4993,0.382655,0,0.5,0.3163275
4681,4334,0.415332,0,0.5,0.332666
4681,5184,0.256028,0,0.5,0.25301399999999996
4681,4515,0.402454,0,0.5,0.326227
4681,4385,0.407221,0,0.5,0.3286105
4681,4288,0.3309,0,0.5,0.29045
5164,4333,0.539396,0.5,0.5,0.519698
5164,4297,0.337291,0.5,0.5,0.4186455
5164,4327,0.609112,0.5,0.5,0.554556
5164,4289,0.466387,0.5,0.5,0.4831935
5164,4329,0.460761,0.5,0.5,0.4803805
5164,4448,0.112441,0.5,0.5,0.3062205
5164,4993,0.517546,0.5,0.5,0.5087729999999999
5164,4334,0.549959,0.5,0.5,0.5249794999999999
5164,5184,0.633573,0.5,0.5,0.5667865000000001
5164,4515,0.49221,0.5,0.5,0.496105
5290,4680,0.228537,0.5,0.5,0.3642685
5290,4386,0.267102,0.5,0.5,0.383551
5290,4772,0.368704,0.5,0.5,0.43435199999999996
5290,4447,0.599323,0.5,0.5,0.5496615
5290,4291,0.27367,0.5,0.5,0.38683500000000004
5290,4336,0.412961,0.5,0.5,0.4564805
5290,4292,0.439716,0.5,0.5,0.469858
5290,4297,0.506903,0.5,0.5,0.5034514999999999
5290,4448,0.332955,0.5,0.5,0.4164775
5290,5184,0.387536,0.5,0.5,0.443768
4725,4336,0.414888,0.5,0,0.33244399999999996
4725,4292,0.374242,0.5,0,0.312121
4725,4333,0.45931,0.5,0,0.354655
4725,4297,0.300325,0.5,0,0.2751625
4725,4327,0.304872,0.5,0,0.277436
4725,4289,0.368567,0.5,0,0.3092835
4725,4448,0.136104,0.5,0,0.193052
4725,4334,0.390273,0.5,0,0.3201365
4725,5184,0.43718,0.5,0,0.34359
4725,4515,0.213858,0.5,0,0.231929
4476,4327,0.302146,0.5,0.5,0.401073
4476,4289,0.436259,0.5,0.5,0.4681295
4476,4329,0.309708,0.5,0.5,0.404854
4476,4448,0.204585,0.5,0.5,0.3522925
4476,4993,0.401937,0.5,0.5,0.4509685
4476,4334,0.420799,0.5,0.5,0.46039949999999996
4476,5184,0.429483,0.5,0.5,0.46474150000000003
4476,4515,0.265878,0.5,0.5,0.38293900000000003
4476,4385,0.299501,0.5,0.5,0.3997505
4476,4288,0.505644,0.5,0.5,0.502822
4964,4289,0.378049,0,0.5,0.31402450000000004
4964,4329,0.282829,0,0.5,0.2664145
4964,4448,0.587241,0,0.5,0.4186205
4964,4287,0.371299,0,0.5,0.3106495
4964,4993,0.266938,0,0.5,0.258469
4964,4334,0.371542,0,0.5,0.310771
4964,5184,0.315479,0,0.5,0.28273950000000003
4964,4515,0.191254,0,0.5,0.22062700000000002
4964,4385,0.26758,0,0.5,0.25878999999999996
4964,4288,0.352599,0,0.5,0.3012995
4984,4524,0.383275,0.5,0.5,0.4416375
4984,4521,0.530662,0.5,0.5,0.515331
4984,4882,0.42626,0.5,0.5,0.46313
4984,4337,0.526839,0.5,0.5,0.5134194999999999
4984,4386,0.21847,0.5,0.5,0.35923499999999997
4984,4772,0.291153,0.5,0.5,0.3955765
4984,4291,0.222992,0.5,0.5,0.361496
4984,4520,0.231702,0.5,0.5,0.365851
4984,4382,0.467164,0.5,0.5,0.483582
4984,5184,0.571352,0.5,0.5,0.535676
5284,4590,0.321328,0,0.5,0.28566400000000003
5284,4344,0.543896,0,0.5,0.396948
5284,4524,0.709404,0,0.5,0.479702
5284,4521,0.503038,0,0.5,0.376519
5284,4882,0.374349,0,0.5,0.3121745
5284,4337,0.711331,0,0.5,0.4806655
5284,4386,0.289923,0,0.5,0.26996149999999997
5284,4291,0.682435,0,0.5,0.4662175
5284,4520,0.35812,0,0.5,0.30406
5284,4382,0.649369,0,0.5,0.4496845
4847,4327,0.457517,0.5,0.5,0.4787585
4847,4595,0.436663,0.5,0.5,0.4683315
4847,4289,0.581595,0.5,0.5,0.5407975
4847,4329,0.40626,0.5,0.5,0.45313000000000003
4847,4287,0.495415,0.5,0.5,0.49770749999999997
4847,4993,0.430766,0.5,0.5,0.465383
4847,4334,0.531329,0.5,0.5,0.5156645
4847,4515,0.150689,0.5,0.5,0.3253445
4847,4385,0.520032,0.5,0.5,0.510016
4847,4288,0.451497,0.5,0.5,0.4757485
4449,4327,0.380731,0,0.5,0.31536549999999997
4449,4595,0.409658,0,0.5,0.32982900000000004
4449,4289,0.415442,0,0.5,0.332721
4449,4329,0.492944,0,0.5,0.371472
4449,4993,0.425763,0,0.5,0.3378815
4449,4334,0.467602,0,0.5,0.35880100000000004
4449,5184,0.28119,0,0.5,0.265595
4449,4515,0.278196,0,0.5,0.264098
4449,4385,0.399675,0,0.5,0.3248375
4449,4288,0.413911,0,0.5,0.33195549999999996
4439,4447,0.672188,0,0.5,0.461094
4439,4291,0.30286,0,0.5,0.27643
4439,4520,0.480103,0,0.5,0.3650515
4439,4336,0.396436,0,0.5,0.323218
4439,4292,0.542335,0,0.5,0.3961675
4439,4297,0.498621,0,0.5,0.3743105
4439,4448,0.304105,0,0.5,0.27705250000000003
4439,4287,0.360348,0,0.5,0.305174
4439,5184,0.534047,0,0.5,0.3920235
4439,4515,0.336516,0,0.5,0.293258
4972,4338,0.684215,0.5,0,0.4671075
4972,4291,0.225882,0.5,0,0.237941
4972,4520,0.190929,0.5,0,0.2204645
4972,4292,0.562004,0.5,0,0.406002
4972,4382,0.502671,0.5,0,0.3763355
4972,4297,0.427081,0.5,0,0.3385405
4972,4595,0.51346,0.5,0,0.38173
4972,4448,0.091261,0.5,0,0.1706305
4972,4334,0.500965,0.5,0,0.3754825
4972,5184,0.536473,0.5,0,0.3932365
4984,4524,0.383275,0.5,0.5,0.4416375
4984,4521,0.530662,0.5,0.5,0.515331
4984,4882,0.42626,0.5,0.5,0.46313
4984,4337,0.526839,0.5,0.5,0.5134194999999999
4984,4386,0.21847,0.5,0.5,0.35923499999999997
4984,4772,0.291153,0.5,0.5,0.3955765
4984,4291,0.222992,0.5,0.5,0.361496
4984,4520,0.231702,0.5,0.5,0.365851
4984,4382,0.467164,0.5,0.5,0.483582
4984,5184,0.571352,0.5,0.5,0.535676
5265,4333,0.377539,0.5,0.5,0.43876950000000003
5265,4297,0.291395,0.5,0.5,0.39569750000000004
5265,4327,0.528806,0.5,0.5,0.5144029999999999
5265,4289,0.441572,0.5,0.5,0.47078600000000004
5265,4329,0.443752,0.5,0.5,0.47187599999999996
5265,4448,0.121885,0.5,0.5,0.3109425
5265,4334,0.559286,0.5,0.5,0.529643
5265,5184,0.553795,0.5,0.5,0.5268975
5265,4515,0.266049,0.5,0.5,0.3830245
5265,4385,0.471925,0.5,0.5,0.48596249999999996
4860,5248,0.559102,0.5,0.5,0.529551
4860,4336,0.333623,0.5,0.5,0.4168115
4860,4292,0.269299,0.5,0.5,0.3846495
4860,4297,0.330722,0.5,0.5,0.415361
4860,4289,0.288069,0.5,0.5,0.3940345
4860,4448,0.247216,0.5,0.5,0.373608
4860,4287,0.295622,0.5,0.5,0.397811
4860,4334,0.354189,0.5,0.5,0.4270945
4860,5184,0.244772,0.5,0.5,0.372386
4860,4515,0.208365,0.5,0.5,0.3541825
4982,4595,0.527115,0.5,0.5,0.5135575
4982,4289,0.664003,0.5,0.5,0.5820015000000001
4982,4329,0.664003,0.5,0.5,0.5820015000000001
4982,4448,0.0,0.5,0.5,0.25
4982,4287,0.441329,0.5,0.5,0.47066450000000004
4982,4334,0.527115,0.5,0.5,0.5135575
4982,5184,0.510481,0.5,0.5,0.5052405
4982,4515,0.470069,0.5,0.5,0.48503450000000004
4982,4385,0.527115,0.5,0.5,0.5135575
4982,4288,0.505354,0.5,0.5,0.502677
4983,4772,0.373471,0.5,0.5,0.4367355
4983,4389,0.417414,0.5,0.5,0.458707
4983,4447,0.596283,0.5,0.5,0.5481415000000001
4983,4291,0.255882,0.5,0.5,0.37794099999999997
4983,4336,0.417412,0.5,0.5,0.458706
4983,4292,0.441408,0.5,0.5,0.470704
4983,4297,0.49836,0.5,0.5,0.49918
4983,4448,0.336617,0.5,0.5,0.41830849999999997
4983,4287,0.404922,0.5,0.5,0.452461
4983,5184,0.391706,0.5,0.5,0.445853
5094,4297,0.611032,0.5,0.5,0.555516
5094,4327,0.391625,0.5,0.5,0.4458125
5094,4289,0.613891,0.5,0.5,0.5569455
5094,4329,0.445032,0.5,0.5,0.472516
5094,4448,0.179435,0.5,0.5,0.3397175
5094,4993,0.631237,0.5,0.5,0.5656185
5094,4334,0.522237,0.5,0.5,0.5111185
5094,5184,0.443541,0.5,0.5,0.4717705
5094,4515,0.367641,0.5,0.5,0.4338205
5094,4385,0.371105,0.5,0.5,0.4355525
5297,4327,0.472312,0.5,0.5,0.48615600000000003
5297,4595,0.610181,0.5,0.5,0.5550904999999999
5297,4289,0.466769,0.5,0.5,0.4833845
5297,4448,0.182801,0.5,0.5,0.3414005
5297,4287,0.518025,0.5,0.5,0.5090125
5297,4993,0.579654,0.5,0.5,0.5398270000000001
5297,4334,0.401164,0.5,0.5,0.45058200000000004
5297,5184,0.515283,0.5,0.5,0.5076415000000001
5297,4515,0.445541,0.5,0.5,0.4727705
5297,4385,0.519837,0.5,0.5,0.5099184999999999
5088,4327,0.510487,0.5,0,0.3802435
5088,4289,0.519115,0.5,0,0.3845575
5088,4329,0.583151,0.5,0,0.4165755
5088,4448,0.385767,0.5,0,0.3178835
5088,4993,0.518446,0.5,0,0.384223
5088,4334,0.709926,0.5,0,0.479963
5088,5184,0.520412,0.5,0,0.385206
5088,4515,0.292812,0.5,0,0.27140600000000004
5088,4385,0.393343,0.5,0,0.3216715
5088,4288,0.520231,0.5,0,0.3851155
5275,4289,0.325363,0,0.5,0.28768150000000003
5275,4329,0.394267,0,0.5,0.32213349999999996
5275,4448,0.311932,0,0.5,0.280966
5275,4287,0.281854,0,0.5,0.265927
5275,4993,0.329988,0,0.5,0.289994
5275,4334,0.369535,0,0.5,0.3097675
5275,5184,0.258875,0,0.5,0.2544375
5275,4515,0.131425,0,0.5,0.1907125
5275,4385,0.284203,0,0.5,0.2671015
5275,4288,0.30987,0,0.5,0.279935
4597,4333,0.517505,0.5,0.5,0.5087524999999999
4597,4297,0.432419,0.5,0.5,0.4662095
4597,4327,0.662938,0.5,0.5,0.581469
4597,4289,0.572911,0.5,0.5,0.5364555
4597,4329,0.596625,0.5,0.5,0.5483125
4597,4448,0.339981,0.5,0.5,0.4199905
4597,4334,0.632151,0.5,0.5,0.5660755
4597,5184,0.707869,0.5,0.5,0.6039345
4597,4515,0.430418,0.5,0.5,0.465209
4597,4385,0.551973,0.5,0.5,0.5259865
5272,5248,0.300015,0,0,0.1500075
5272,4336,0.232209,0,0,0.1161045
5272,4292,0.253818,0,0,0.126909
5272,4382,0.732209,0,0,0.3661045
5272,4595,0.253818,0,0,0.126909
5272,4448,0.291682,0,0,0.145841
5272,4334,0.791682,0,0,0.395841
5272,5184,0.232209,0,0,0.1161045
5272,4288,0.443798,0,0,0.221899
4538,4292,0.513694,0.5,0.5,0.506847
4538,4333,0.330364,0.5,0.5,0.415182
4538,4297,0.571265,0.5,0.5,0.5356325
4538,4327,0.473623,0.5,0.5,0.4868115
4538,4289,0.580933,0.5,0.5,0.5404665
4538,4448,0.257316,0.5,0.5,0.378658
4538,4287,0.470312,0.5,0.5,0.48515600000000003
4538,4993,0.504997,0.5,0.5,0.5024985
4538,4334,0.471611,0.5,0.5,0.4858055
4538,5184,0.41402,0.5,0.5,0.45701
5168,4289,0.410384,0.5,0.5,0.45519200000000004
5168,4329,0.372557,0.5,0.5,0.4362785
5168,4448,0.091464,0.5,0.5,0.295732
5168,4287,0.599484,0.5,0.5,0.549742
5168,4993,0.561292,0.5,0.5,0.530646
5168,4334,0.445803,0.5,0.5,0.4729015
5168,5184,0.704861,0.5,0.5,0.6024305
5168,4515,0.352063,0.5,0.5,0.4260315
5168,4385,0.474181,0.5,0.5,0.4870905
5168,4288,0.69739,0.5,0.5,0.598695
5318,4291,0.520137,0,0.5,0.3850685
5318,4292,0.315577,0,0.5,0.2827885
5318,4327,0.477624,0,0.5,0.363812
5318,4595,0.473934,0,0.5,0.36196700000000004
5318,4329,0.524913,0,0.5,0.3874565
5318,4448,0.492115,0,0.5,0.37105750000000004
5318,4993,0.437572,0,0.5,0.34378600000000004
5318,4334,0.584913,0,0.5,0.4174565
5318,4515,0.14275,0,0.5,0.196375
5318,4385,0.439233,0,0.5,0.3446165
4830,4289,0.5398,0,0.5,0.3949
4830,4329,0.378605,0,0.5,0.31430250000000004
4830,4448,0.716341,0,0.5,0.4831705
4830,4287,0.539063,0,0.5,0.3945315
4830,4993,0.537916,0,0.5,0.393958
4830,4334,0.55277,0,0.5,0.401385
4830,5184,0.504445,0,0.5,0.3772225
4830,4515,0.112778,0,0.5,0.181389
4830,4385,0.540812,0,0.5,0.395406
4830,4288,0.559259,0,0.5,0.4046295
5107,4339,0.616594,0.5,0,0.433297
5107,4447,0.59512,0.5,0,0.42256
5107,4291,0.131403,0.5,0,0.1907015
5107,4336,0.425205,0.5,0,0.3376025
5107,4292,0.435044,0.5,0,0.342522
5107,4333,0.459901,0.5,0,0.3549505
5107,4297,0.367533,0.5,0,0.3087665
5107,4448,0.199072,0.5,0,0.224536
5107,4287,0.435282,0.5,0,0.342641
5107,5184,0.514922,0.5,0,0.382461
4672,4289,0.40708,0.5,0,0.32854
4672,4329,0.353533,0.5,0,0.3017665
4672,4448,0.323441,0.5,0,0.2867205
4672,4287,0.427903,0.5,0,0.33895149999999996
4672,4993,0.387826,0.5,0,0.318913
4672,4334,0.474615,0.5,0,0.3623075
4672,5184,0.350162,0.5,0,0.300081
4672,4515,0.272971,0.5,0,0.26148550000000004
4672,4385,0.370297,0.5,0,0.3101485
4672,4288,0.497192,0.5,0,0.37359600000000004
5235,4327,0.486804,0.5,0.5,0.493402
5235,4289,0.455148,0.5,0.5,0.477574
5235,4329,0.403711,0.5,0.5,0.45185549999999997
5235,4448,0.206528,0.5,0.5,0.353264
5235,4287,0.320202,0.5,0.5,0.410101
5235,4993,0.443785,0.5,0.5,0.4718925
5235,4334,0.412677,0.5,0.5,0.4563385
5235,5184,0.595849,0.5,0.5,0.5479244999999999
5235,4515,0.342527,0.5,0.5,0.4212635
5235,4288,0.514932,0.5,0.5,0.507466
5312,4333,0.26985,0.5,0.5,0.38492499999999996
5312,4297,0.523729,0.5,0.5,0.5118645
5312,4329,0.465572,0.5,0.5,0.482786
5312,4448,0.429848,0.5,0.5,0.464924
5312,4287,0.336016,0.5,0.5,0.418008
5312,4993,0.315885,0.5,0.5,0.4079425
5312,5184,0.273828,0.5,0.5,0.386914
5312,4515,0.079394,0.5,0.5,0.289697
5312,4385,0.41166,0.5,0.5,0.45583
5312,4288,0.375453,0.5,0.5,0.4377265
5143,4772,0.23696,0.5,0.5,0.36848000000000003
5143,4447,0.665557,0.5,0.5,0.5827785
5143,4291,0.094829,0.5,0.5,0.2974145
5143,4336,0.702887,0.5,0.5,0.6014435
5143,4292,0.651462,0.5,0.5,0.575731
5143,4297,0.38819,0.5,0.5,0.444095
5143,4289,0.620119,0.5,0.5,0.5600594999999999
5143,4448,0.057866,0.5,0.5,0.278933
5143,4334,0.631281,0.5,0.5,0.5656405
5143,5184,0.78761,0.5,0.5,0.643805
4984,4524,0.383275,0.5,0.5,0.4416375
4984,4521,0.530662,0.5,0.5,0.515331
4984,4882,0.42626,0.5,0.5,0.46313
4984,4337,0.526839,0.5,0.5,0.5134194999999999
4984,4386,0.21847,0.5,0.5,0.35923499999999997
4984,4772,0.291153,0.5,0.5,0.3955765
4984,4291,0.222992,0.5,0.5,0.361496
4984,4520,0.231702,0.5,0.5,0.365851
4984,4382,0.467164,0.5,0.5,0.483582
4984,5184,0.571352,0.5,0.5,0.535676
5125,4882,0.313992,0.5,0.5,0.406996
5125,4337,0.425865,0.5,0.5,0.46293249999999997
5125,4680,0.438707,0.5,0.5,0.4693535
5125,4772,0.186651,0.5,0.5,0.3433255
5125,4291,0.241978,0.5,0.5,0.370989
5125,4520,0.171419,0.5,0.5,0.3357095
5125,4382,0.564654,0.5,0.5,0.532327
5125,4297,0.366117,0.5,0.5,0.4330585
5125,4448,0.139987,0.5,0.5,0.3199935
5125,5184,0.615995,0.5,0.5,0.5579974999999999
5153,4520,0.324981,0.5,0.5,0.4124905
5153,4292,0.191747,0.5,0.5,0.3458735
5153,4297,0.474015,0.5,0.5,0.48700750000000004
5153,4595,0.504546,0.5,0.5,0.502273
5153,4329,0.488729,0.5,0.5,0.4943645
5153,4448,0.266211,0.5,0.5,0.3831055
5153,4334,0.615953,0.5,0.5,0.5579765
5153,4515,0.061394,0.5,0.5,0.280697
5153,4385,0.32459,0.5,0.5,0.41229499999999997
5153,4288,0.387424,0.5,0.5,0.443712
